Kongress der Kaiserlichen Akademie der Astronomen 
Jahrestagung 1973 in Lorsch
Legende:
x,y -> z
30621,14187 -> 1
5314,25 -> 1
603,31721 -> 3
21676,22826 -> 3
23490,26199 -> 5
9133,15374 -> 5
24589,10203 -> 2
3344,29008 -> 7
8153,15620 -> 6
23832,14177 -> 4
3980,14615 -> 8
4480,163 -> 8
19598,21474 -> 6
26857,26767 -> 2
15020,21267 -> 4
12798,24016 -> 8
9788,10574 -> 1
17976,7549 -> 1
10200,29819 -> 7
25983,16300 -> 4
19661,12793 -> 5
16159,20498 -> 2
5008,23232 -> 3
10706,19830 -> 6
11734,29333 -> 2
12225,276 -> 6
16933,15584 -> 7
29905,31569 -> 6
9458,3777 -> 4
27800,13635 -> 6
17842,26999 -> 6
8907,28416 -> 3
26206,31031 -> 7
21507,28851 -> 1
13405,5126 -> 2
3632,26850 -> 6
4054,12595 -> 3
22287,19566 -> 5
19151,23938 -> 3
15485,27953 -> 7
31662,14630 -> 1
1412,586 -> 1
14064,25631 -> 4
19562,10614 -> 3
12851,12955 -> 4
26931,2823 -> 2
1767,26206 -> 8
4434,21071 -> 5
5443,19305 -> 3
15485,10923 -> 4
30801,17748 -> 1
2018,30053 -> 4
8746,26649 -> 6
18471,1826 -> 2
9152,29244 -> 2
4100,31655 -> 5
26047,14233 -> 8
29788,9488 -> 1
16502,4928 -> 6
6158,22475 -> 1
32447,7202 -> 4
22787,26361 -> 1
31842,27523 -> 8
9510,7431 -> 1
19049,5478 -> 4
22850,27284 -> 5
9306,21105 -> 4
25848,31243 -> 1
5978,6142 -> 6
5714,24684 -> 5
6298,17994 -> 6
13467,21569 -> 2
31402,32274 -> 7
17796,14775 -> 8
18813,26092 -> 2
=== Land Nr. 160 ===
18623,32583 -> 4
9030,32073 -> 5
13715,18554 -> 7
14458,24033 -> 5
25371,19628 -> 3
18319,19954 -> 7
3884,11741 -> 7
14688,5288 -> 2
16662,28650 -> 8
2356,28531 -> 1
7355,13003 -> 6
28629,8775 -> 7
12211,29348 -> 2
27468,13810 -> 5
9591,26317 -> 2
17676,24336 -> 1
28866,13600 -> 6
14007,3394 -> 4
10160,8488 -> 6
20934,5555 -> 6
23876,14087 -> 4
26805,7440 -> 6
32343,16436 -> 5
30859,9348 -> 2
28958,9307 -> 4
1991,14926 -> 6
15821,17151 -> 3
11304,6669 -> 4
11265,25272 -> 8
31429,20959 -> 2
21488,6433 -> 1
7787,6358 -> 2
29592,6862 -> 2
15936,14466 -> 1
14179,17633 -> 1
21277,3700 -> 2
25331,31262 -> 1
5146,3075 -> 6
12829,11145 -> 2
21311,2511 -> 3
13107,10483 -> 7
2402,4512 -> 4
4916,12294 -> 6
31881,15543 -> 3
10615,12452 -> 7
28276,15801 -> 3
21482,29635 -> 1
10527,29866 -> 3
13829,19975 -> 4
7505,20667 -> 2
31735,22982 -> 4
11158,5854 -> 8
12476,27704 -> 4
10811,13646 -> 6
20761,10250 -> 2
23334,27541 -> 4
24249,17291 -> 6
23189,3005 -> 3
7641,25375 -> 1
11312,17569 -> 4
11591,22734 -> 1
32248,3749 -> 8
7072,16384 -> 5
4338,19253 -> 3
19980,22723 -> 7
1433,15585 -> 8
19449,18484 -> 1
7816,238 -> 7
8305,3037 -> 1
30169,29876 -> 6
19751,3111 -> 6
12837,16417 -> 3
5202,24121 -> 3
3629,27703 -> 1
30185,32714 -> 8
4755,18278 -> 6
29158,14302 -> 2
17200,13061 -> 1
17548,23913 -> 7
18920,7268 -> 2
13040,8504 -> 5
26374,10533 -> 8
27954,10955 -> 3
13194,20958 -> 7
22822,28626 -> 1
7155,5943 -> 5
4961,15503 -> 3
31332,31997 -> 1
28129,30547 -> 1
27963,21474 -> 5
31439,21445 -> 6
873,26080 -> 7
5894,31419 -> 5
10811,8828 -> 3
15211,12747 -> 2
74,16225 -> 6
27956,23006 -> 1
24520,14075 -> 2
17582,15978 -> 5
9843,29225 -> 6
32558,14112 -> 1
3015,2843 -> 1
15395,7217 -> 2
17994,18166 -> 3
11914,4466 -> 2
26380,28880 -> 6
820,18192 -> 6
16042,31786 -> 7
20890,3724 -> 4
24952,3566 -> 6
28727,6455 -> 3
2205,4759 -> 6
18074,29036 -> 7
11341,11542 -> 5
1720,21040 -> 3
22362,23945 -> 3
25627,30990 -> 2
28372,4067 -> 1
15111,31803 -> 8
2174,8724 -> 1
29359,9068 -> 3
305,11861 -> 4
=== Land Nr. 161 ===
3333,19433 -> 3
24717,20896 -> 5
7125,4280 -> 3
18821,3965 -> 2
1578,22011 -> 3
20395,11185 -> 2
31271,727 -> 1
5957,10090 -> 7
26330,14204 -> 7
14998,21243 -> 5
14017,13601 -> 1
6361,26194 -> 5
3817,3100 -> 7
998,8613 -> 2
24563,2136 -> 6
18296,25860 -> 5
28011,20175 -> 7
20872,18652 -> 7
25898,16101 -> 5
25923,23181 -> 4
961,166 -> 5
19064,1947 -> 8
25628,17753 -> 3
27039,18216 -> 8
18400,12781 -> 5
18622,1208 -> 3
13106,17186 -> 1
30678,107 -> 4
29155,18821 -> 2
15274,6194 -> 5
21818,28556 -> 5
15345,2735 -> 8
211,9858 -> 7
13907,4025 -> 5
=== Land Nr. 162 ===
16973,26363 -> 4
18895,27584 -> 5
693,30727 -> 5
26189,14974 -> 8
12797,31847 -> 7
23177,25285 -> 7
27605,26465 -> 7
28329,18493 -> 4
21186,17175 -> 3
1034,12657 -> 4
2385,28770 -> 4
25393,18311 -> 1
6822,19617 -> 5
18153,25194 -> 5
23271,1024 -> 4
24548,20308 -> 5
7471,22305 -> 5
3721,14585 -> 2
24579,20782 -> 6
30896,8135 -> 8
4748,26552 -> 8
32627,13811 -> 3
9219,20473 -> 8
32110,17987 -> 8
31747,3400 -> 4
12275,24038 -> 4
5581,27365 -> 8
20002,4271 -> 5
4506,18285 -> 7
9968,11399 -> 2
30355,25225 -> 2
15219,23557 -> 7
25860,19902 -> 8
15632,24923 -> 3
27620,18280 -> 2
12136,2592 -> 7
26062,13124 -> 2
15372,4516 -> 3
246,9746 -> 4
6756,10951 -> 4
13002,8762 -> 6
22608,11150 -> 4
9010,16763 -> 1
24676,9204 -> 8
25786,11271 -> 7
24790,22170 -> 6
26112,30619 -> 4
17014,25961 -> 2
15936,27000 -> 3
16707,23882 -> 8
6612,11334 -> 5
124,29557 -> 5
27908,26433 -> 8
12866,3085 -> 5
633,22092 -> 5
12066,21762 -> 1
18471,6838 -> 4
13344,12652 -> 3
14492,2772 -> 2
32285,12514 -> 8
14312,23237 -> 1
12201,11126 -> 8
667,8949 -> 4
27301,9819 -> 4
12948,6455 -> 7
22849,11880 -> 6
12431,22422 -> 1
6708,11503 -> 8
31411,22567 -> 4
12869,12448 -> 1
18327,28551 -> 6
22911,1904 -> 5
2671,6082 -> 1
17571,10179 -> 7
2150,23519 -> 6
31669,5700 -> 6
22599,14400 -> 6
29880,813 -> 8
7438,24215 -> 7
5622,5364 -> 5
24821,3106 -> 8
16736,18282 -> 2
1385,3992 -> 6
31246,5991 -> 2
21270,3835 -> 8
8860,5805 -> 1
10884,12304 -> 6
16026,4832 -> 2
23443,6092 -> 7
30005,12966 -> 8
17752,6166 -> 8
8233,14282 -> 1
3539,4644 -> 7
27707,7502 -> 2
10130,29458 -> 3
11588,11967 -> 6
673,4754 -> 4
11669,8608 -> 1
30810,9470 -> 5
29581,8200 -> 2
=== Land Nr. 163 ===
6633,10563 -> 3
27075,24521 -> 3
6061,4176 -> 3
21774,25527 -> 5
2995,7954 -> 6
24907,27879 -> 5
7164,3367 -> 4
6339,5 -> 4
14685,29135 -> 3
9062,18182 -> 8
17926,32185 -> 3
617,4589 -> 5
15132,7118 -> 7
29158,22871 -> 4
1778,11260 -> 4
32135,31752 -> 5
26037,29362 -> 8
30315,3250 -> 4
29872,23699 -> 6
10173,30634 -> 1
17527,10619 -> 1
13509,8270 -> 2
18577,17147 -> 3
17997,25662 -> 3
17275,16845 -> 2
26283,18111 -> 4
17443,17141 -> 4
29414,28894 -> 7
1567,30851 -> 6
11421,17199 -> 5
6226,11062 -> 8
3000,31798 -> 6
9664,31092 -> 7
16406,736 -> 8
10939,21836 -> 7
12980,18074 -> 2
21686,26243 -> 7
4854,28386 -> 2
21843,22227 -> 3
26658,21093 -> 2
8596,32236 -> 1
2094,29200 -> 7
31801,12249 -> 7
3176,3732 -> 7
22177,27597 -> 8
12716,28495 -> 7
5591,8845 -> 2
21785,10146 -> 7
12689,4850 -> 6
16264,9226 -> 1
319,8239 -> 5
316,6821 -> 2
28551,22757 -> 8
3184,13032 -> 8
18115,30515 -> 3
22749,26281 -> 3
26959,16693 -> 8
29521,21200 -> 5
7893,11959 -> 1
17369,30795 -> 8
15319,25606 -> 3
23110,24094 -> 5
23329,15142 -> 8
998,11161 -> 4
14575,3033 -> 4
7877,15910 -> 3
3560,30765 -> 7
24032,41 -> 4
7234,1692 -> 2
20231,28393 -> 8
2975,5086 -> 4
15963,23416 -> 8
16531,30196 -> 5
23735,5909 -> 1
8904,22306 -> 4
9573,30085 -> 4
20795,10953 -> 7
13534,28739 -> 1
9743,30564 -> 8
26010,19372 -> 8
13282,22547 -> 1
26894,31595 -> 8
9384,23930 -> 3
621,13767 -> 3
9852,10467 -> 4
21965,15787 -> 4
27879,3543 -> 2
14772,31106 -> 6
19846,1460 -> 1
29252,312 -> 6
13600,7662 -> 4
1141,30718 -> 8
11906,5362 -> 3
13607,22180 -> 7
1728,25321 -> 3
6896,20905 -> 4
21167,17099 -> 3
15079,21073 -> 3
18348,17802 -> 1
18412,7260 -> 3
3597,23605 -> 5
6422,16949 -> 6
32217,26464 -> 7
5957,1974 -> 7
9872,2367 -> 2
2842,22479 -> 7
10540,1326 -> 2
11190,2999 -> 5
22435,12956 -> 5
25621,617 -> 2
20371,17048 -> 6
18403,32159 -> 6
28128,7788 -> 2
29202,30095 -> 8
5988,19215 -> 8
16736,18282 -> 2
22185,9992 -> 6
30476,20557 -> 4
15988,6095 -> 4
3061,29693 -> 7
32425,15170 -> 6
16984,30881 -> 6
22428,21937 -> 6
26747,19508 -> 4
3345,18158 -> 7
11478,32545 -> 5
4057,5369 -> 4
1319,17556 -> 2
17325,30173 -> 7
30265,29858 -> 4
23956,17435 -> 2
17022,24059 -> 7
22062,19242 -> 8
6609,30758 -> 8
18619,16894 -> 6
3832,2162 -> 4
8890,10134 -> 6
26565,23333 -> 6
4461,6645 -> 8
25308,8084 -> 1
29107,14883 -> 8
23185,4380 -> 1
31719,20474 -> 1
20059,12353 -> 5
18635,14067 -> 3
25795,13911 -> 1
28078,14637 -> 3
30186,29571 -> 5
7496,28769 -> 3
13041,14842 -> 8
18430,7308 -> 8
6372,10944 -> 2
29075,11872 -> 2
7677,30550 -> 7
11121,6130 -> 7
32351,18720 -> 8
10759,24596 -> 5
18828,19049 -> 1
4339,1365 -> 4
25677,5697 -> 5
9463,942 -> 4
10948,27574 -> 6
25573,23611 -> 6
19671,13849 -> 8
25088,24716 -> 2
29508,8006 -> 4
2447,19325 -> 6
17909,16938 -> 3
17552,28561 -> 5
7272,766 -> 1
459,1855 -> 6
1873,24556 -> 1
15798,3520 -> 7
3774,2083 -> 4
3310,1839 -> 7
606,119 -> 3
26924,21791 -> 6
8643,25642 -> 5
762,12540 -> 7
16563,13680 -> 8
27041,14282 -> 8
28642,1220 -> 2
=== Land Nr. 164 ===
18433,11033 -> 2
11436,18229 -> 3
4171,14677 -> 3
15021,21289 -> 3
2524,21427 -> 7
8259,30795 -> 2
7085,25191 -> 3
23389,21155 -> 8
13069,6128 -> 6
22059,8711 -> 5
6564,19092 -> 3
31623,26206 -> 2
16112,10089 -> 8
6446,5755 -> 4
14520,21626 -> 1
4640,19054 -> 8
23337,16360 -> 7
19912,29602 -> 4
5280,30750 -> 5
24755,3105 -> 4
585,3429 -> 7
12803,21455 -> 3
18966,14215 -> 2
27872,3463 -> 5
31682,23102 -> 4
28564,1875 -> 1
24028,6556 -> 7
12824,24638 -> 6
27916,2998 -> 5
23606,17261 -> 2
17166,18234 -> 7
1942,897 -> 7
26648,9905 -> 8
1095,29302 -> 3
3241,9881 -> 7
30369,20851 -> 3
8948,22700 -> 8
23456,4428 -> 1
5724,4320 -> 8
31999,10151 -> 2
17599,16642 -> 4
12472,17918 -> 8
12429,32262 -> 5
30652,5875 -> 8
29648,30301 -> 8
15868,7097 -> 2
7087,17131 -> 6
12828,9847 -> 5
4385,1145 -> 1
30056,4082 -> 7
24258,15798 -> 5
21725,30184 -> 7
19713,24095 -> 4
25193,23764 -> 5
17706,3184 -> 7
12721,19232 -> 5
249,32609 -> 8
15862,11500 -> 8
4020,10721 -> 7
9978,22250 -> 6
31486,15378 -> 5
4332,9234 -> 4
9445,3242 -> 7
6087,15626 -> 2
9688,30345 -> 4
170,27034 -> 8
19589,9379 -> 8
13327,11147 -> 6
15058,14998 -> 8
8685,8123 -> 5
17003,21110 -> 4
3372,3405 -> 6
26786,30915 -> 4
28141,29759 -> 8
11402,13692 -> 1
12954,9166 -> 7
7066,24014 -> 6
13752,13931 -> 4
16444,27607 -> 7
21232,5175 -> 3
21264,615 -> 4
12237,7729 -> 4
8910,8400 -> 5
7454,13225 -> 1
12298,28454 -> 5
31740,12435 -> 8
20811,1394 -> 8
24040,7880 -> 4
10541,12495 -> 2
14716,27994 -> 6
7052,3943 -> 5
5538,26760 -> 2
4071,30920 -> 6
2893,12792 -> 4
=== Land Nr. 165 ===
32383,6673 -> 1
556,27703 -> 1
21211,1498 -> 4
9936,32185 -> 3
27063,17900 -> 6
22832,3787 -> 5
10636,20775 -> 7
18595,817 -> 6
15412,12834 -> 8
11931,31597 -> 5
5453,15211 -> 7
11202,13025 -> 3
1139,27759 -> 7
17241,10053 -> 7
25448,13942 -> 1
24283,11050 -> 1
20409,13111 -> 7
14420,10374 -> 1
7309,9961 -> 7
5104,14711 -> 4
5275,26085 -> 6
25006,11453 -> 2
3452,31280 -> 2
17971,22693 -> 5
1233,16262 -> 5
13884,6742 -> 1
21749,11455 -> 4
21021,22710 -> 5
21052,14245 -> 2
5958,10606 -> 5
8928,15504 -> 2
23504,7094 -> 4
13108,9576 -> 4
27773,32736 -> 4
5304,17372 -> 8
8111,5100 -> 5
12822,235 -> 7
20541,7305 -> 8
23357,14360 -> 7
2362,28484 -> 4
5133,24284 -> 2
18435,7646 -> 6
5465,2354 -> 5
11310,7164 -> 3
25376,599 -> 8
17712,12208 -> 1
3153,7436 -> 3
31708,4749 -> 2
26492,8451 -> 3
27136,11326 -> 8
15664,25401 -> 3
23753,4316 -> 5
7170,13677 -> 6
20164,15483 -> 4
23408,31990 -> 2
27783,12961 -> 3
27156,31651 -> 4
17255,929 -> 5
14570,13675 -> 4
7122,4887 -> 4
14491,29716 -> 4
18719,8694 -> 5
16128,17954 -> 7
30446,25572 -> 2
6748,2215 -> 8
16498,6876 -> 4
25863,9159 -> 2
14399,9546 -> 4
10107,12313 -> 6
1900,27166 -> 6
20474,20257 -> 7
297,27534 -> 7
20047,11163 -> 5
1054,21625 -> 2
1884,26193 -> 5
21802,23977 -> 7
10088,15019 -> 3
22361,16233 -> 5
27502,29257 -> 2
13108,22829 -> 5
6366,24882 -> 5
13228,7221 -> 7
22673,11406 -> 8
26959,26489 -> 8
21724,7135 -> 8
5274,12861 -> 5
9213,14641 -> 7
32367,28703 -> 1
32619,7874 -> 7
21024,21634 -> 7
23971,4362 -> 3
20115,21653 -> 2
1922,31276 -> 5
19558,20086 -> 2
863,6198 -> 6
13598,24859 -> 8
32590,16837 -> 5
11203,5124 -> 1
4449,7380 -> 1
24953,16107 -> 1
32702,4589 -> 8
28919,226 -> 7
=== Land Nr. 166 ===
7133,14843 -> 6
12777,21415 -> 7
25426,3928 -> 6
20899,13078 -> 1
24048,23294 -> 1
12461,14847 -> 6
25637,15588 -> 8
7435,19654 -> 2
27093,23267 -> 7
3931,16289 -> 3
26935,17341 -> 4
9488,10565 -> 7
26185,31776 -> 6
15483,5221 -> 6
3838,2483 -> 1
26471,20825 -> 5
1339,13463 -> 7
28516,5816 -> 1
14128,12763 -> 5
29471,15057 -> 8
8120,2516 -> 1
18007,26952 -> 1
11210,25444 -> 5
18001,8006 -> 5
8981,31109 -> 7
21209,15858 -> 5
8547,29370 -> 4
8232,30257 -> 2
15197,10809 -> 4
12373,488 -> 5
9399,18656 -> 6
788,24109 -> 4
26365,24668 -> 5
241,22310 -> 5
16238,9482 -> 7
25418,397 -> 2
24493,29554 -> 7
27824,1814 -> 2
24621,5241 -> 7
15743,16929 -> 1
1185,16275 -> 2
32456,23169 -> 4
20959,15515 -> 1
4580,14404 -> 8
12784,20263 -> 5
32069,696 -> 6
20035,21347 -> 3
32612,20777 -> 5
12611,14562 -> 3
5854,3 -> 2
30649,25061 -> 7
31516,6246 -> 7
12226,28161 -> 6
790,12617 -> 8
17993,11572 -> 2
24602,30912 -> 6
25915,29893 -> 2
28823,30977 -> 8
13300,24959 -> 4
21338,57 -> 8
22676,19247 -> 4
24010,9048 -> 7
13374,23402 -> 1
14333,29527 -> 5
28018,28158 -> 4
14266,31139 -> 7
17147,11178 -> 7
12235,15286 -> 5
10026,16358 -> 8
23338,12038 -> 2
5720,12515 -> 1
25579,32208 -> 2
19687,19729 -> 2
21492,4709 -> 8
16429,25541 -> 2
4576,25098 -> 1
23324,9947 -> 4
30372,12683 -> 7
19074,12644 -> 5
6343,23811 -> 4
28204,21448 -> 3
12372,22936 -> 4
7007,32728 -> 4
719,792 -> 5
4695,4041 -> 1
10441,8368 -> 7
=== Land Nr. 167 ===
11223,14613 -> 6
18168,13115 -> 4
9448,22703 -> 6
4815,25824 -> 3
24150,30732 -> 6
16143,9460 -> 2
12956,751 -> 1
18129,27731 -> 6
42,13314 -> 1
3560,9655 -> 1
32597,21143 -> 3
955,4790 -> 6
16976,1583 -> 7
29150,4456 -> 4
8959,21648 -> 4
29204,12264 -> 6
13696,26010 -> 5
16264,21036 -> 3
26561,29718 -> 1
17750,9190 -> 8
5499,30003 -> 1
188,29553 -> 2
21863,2164 -> 5
6032,13301 -> 3
28562,16433 -> 7
29641,5183 -> 3
5646,22275 -> 6
23359,9488 -> 6
=== Land Nr. 168 ===
28793,173 -> 4
26352,17600 -> 1
8210,17764 -> 3
32616,16275 -> 6
25934,19583 -> 8
11298,6926 -> 7
20788,14332 -> 5
8697,10280 -> 5
15332,17496 -> 8
8448,2876 -> 1
26383,22704 -> 3
27745,14834 -> 4
3669,8480 -> 4
1807,20134 -> 1
189,16865 -> 1
30317,19960 -> 3
1478,15250 -> 6
10299,26236 -> 4
5572,18858 -> 2
19301,7123 -> 6
8316,27157 -> 3
910,1420 -> 7
3654,26968 -> 5
28007,8091 -> 2
10015,20700 -> 6
32305,27984 -> 4
26728,32042 -> 6
29442,12558 -> 1
23884,64 -> 2
21666,2615 -> 2
5890,22601 -> 6
6934,14338 -> 2
14689,32092 -> 7
18487,23351 -> 4
1416,26890 -> 4
29418,10764 -> 5
12164,4329 -> 1
17618,28818 -> 1
27960,26978 -> 5
27278,15728 -> 6
23541,30812 -> 4
31461,3559 -> 4
26500,22441 -> 1
29555,32076 -> 8
6293,21822 -> 4
10665,15228 -> 5
27074,13203 -> 7
1352,11008 -> 4
18869,30410 -> 4
5530,21194 -> 8
5649,15211 -> 4
9494,6368 -> 2
28195,22988 -> 4
26422,21066 -> 4
3470,9617 -> 7
19102,27164 -> 8
15986,31416 -> 7
28149,1150 -> 7
12215,4661 -> 8
16370,25582 -> 1
26504,22025 -> 5
907,17985 -> 8
29471,12628 -> 1
22354,15366 -> 7
11374,13020 -> 6
2908,30803 -> 6
17235,22771 -> 4
4936,4146 -> 4
31570,5068 -> 8
19007,26655 -> 8
4107,1947 -> 7
7430,29521 -> 6
16864,27151 -> 2
4727,15310 -> 4
31124,3860 -> 5
9470,15225 -> 2
3267,26321 -> 8
32750,11665 -> 4
18044,25445 -> 6
2499,32102 -> 3
15989,1744 -> 1
16563,8746 -> 6
3711,18954 -> 8
24863,24870 -> 2
26958,13368 -> 7
9654,26300 -> 3
18098,25975 -> 7
16244,15362 -> 8
6347,6849 -> 6
30658,8660 -> 2
=== Land Nr. 169 ===
6893,22733 -> 3
22871,7086 -> 2
5662,2565 -> 1
19642,17335 -> 6
16509,32731 -> 8
23402,11956 -> 6
29687,550 -> 8
22807,492 -> 6
11786,30551 -> 3
5241,13853 -> 3
28049,18080 -> 5
31137,10764 -> 4
25797,29021 -> 2
19928,27746 -> 5
25854,4970 -> 8
29036,22473 -> 1
14038,4648 -> 5
28155,3473 -> 2
3254,20564 -> 1
6166,23101 -> 6
14084,20750 -> 3
16726,27843 -> 6
2142,24220 -> 6
29758,21620 -> 6
15782,6593 -> 7
1399,17085 -> 6
4309,23761 -> 5
32327,25915 -> 3
11977,10692 -> 5
4705,8676 -> 4
26500,31980 -> 3
1870,25130 -> 6
28065,26154 -> 6
15914,15205 -> 6
9446,18604 -> 4
105,29167 -> 3
10549,9622 -> 3
22231,24997 -> 5
11861,28721 -> 6
7712,4572 -> 5
28229,10863 -> 8
20086,29670 -> 2
24342,32476 -> 1
5168,21171 -> 6
10879,18786 -> 8
30077,7995 -> 3
12455,4709 -> 8
25982,22704 -> 2
3298,30749 -> 2
24418,8365 -> 8
28232,28733 -> 6
1113,27351 -> 4
28529,16456 -> 1
19835,29870 -> 7
16327,5413 -> 2
16116,7551 -> 1
13852,21191 -> 1
15383,8125 -> 7
6032,6926 -> 4
13346,25631 -> 5
20203,14126 -> 8
28124,31834 -> 3
20467,4404 -> 4
19539,5719 -> 2
16236,21381 -> 3
4450,14892 -> 4
951,8821 -> 8
29390,13378 -> 8
27486,18493 -> 2
23824,31344 -> 5
28128,9718 -> 6
2864,30201 -> 2
157,23665 -> 5
15671,13732 -> 2
23740,30200 -> 2
24356,29290 -> 5
13392,30305 -> 7
28780,22132 -> 1
1075,10487 -> 2
100,26971 -> 7
15697,23594 -> 4
11818,13796 -> 4
15183,2308 -> 7
23279,31929 -> 6
14300,14538 -> 7
13223,25791 -> 5
28937,25956 -> 5
29579,25893 -> 7
24187,8532 -> 6
21238,28223 -> 3
25686,6760 -> 6
3710,28096 -> 8
17456,5743 -> 1
24669,32765 -> 4
27506,27534 -> 3
14983,17205 -> 7
31716,15892 -> 8
6648,8986 -> 4
=== Land Nr. 170 ===
22123,3033 -> 5
31779,25095 -> 5
22800,20872 -> 4
25998,29357 -> 6
14575,28781 -> 2
5373,12317 -> 6
13737,31639 -> 8
179,31600 -> 1
10073,18797 -> 2
9141,3466 -> 3
26960,8977 -> 1
32542,12454 -> 5
13050,15641 -> 4
6101,26785 -> 2
23994,23945 -> 2
13132,8783 -> 6
12708,16674 -> 4
13840,8505 -> 3
27740,1612 -> 4
23893,24718 -> 8
7292,11856 -> 8
10429,18236 -> 7
29018,13728 -> 6
15373,14426 -> 3
4609,27223 -> 2
22674,117 -> 5
16305,5182 -> 8
23646,13667 -> 1
18263,17397 -> 8
2468,8602 -> 5
25251,18193 -> 6
17124,5447 -> 7
29912,23887 -> 1
30878,18072 -> 1
22627,28463 -> 2
19401,6133 -> 1
2524,16525 -> 2
29761,30238 -> 8
12801,31255 -> 2
23778,22880 -> 1
13255,31411 -> 1
12059,7275 -> 5
17560,15916 -> 4
17931,8296 -> 8
1107,22722 -> 8
17803,26971 -> 8
22453,8049 -> 6
27583,20229 -> 6
17183,8975 -> 6
13300,23984 -> 4
32009,14470 -> 1
6138,24500 -> 8
13944,29410 -> 2
14656,5021 -> 1
32082,17379 -> 8
3411,7206 -> 8
28519,32338 -> 1
24984,3736 -> 3
1670,16723 -> 5
14420,31015 -> 1
25850,30303 -> 1
13665,7775 -> 3
1857,5042 -> 5
6941,17355 -> 3
27350,21328 -> 6
=== Land Nr. 171 ===
18553,8523 -> 4
25456,4842 -> 4
20280,3039 -> 4
20221,11086 -> 4
9650,12757 -> 1
28222,20011 -> 3
14782,30606 -> 8
10972,28481 -> 6
21135,2917 -> 5
21822,31337 -> 8
19882,27730 -> 3
13207,10731 -> 6
26429,12897 -> 4
26842,18715 -> 6
30844,14622 -> 4
5528,7490 -> 4
30420,11125 -> 8
28155,9009 -> 6
5393,11721 -> 5
10069,23057 -> 3
17358,20000 -> 7
25849,1109 -> 5
193,19388 -> 8
32609,11729 -> 2
=== Land Nr. 172 ===
31943,32383 -> 3
29125,29286 -> 8
11962,31710 -> 4
14773,708 -> 8
32118,23132 -> 2
20820,19761 -> 4
21915,30143 -> 1
30783,3667 -> 3
20459,9593 -> 7
2126,29297 -> 2
4948,17412 -> 8
27307,27050 -> 2
27146,281 -> 1
14071,29193 -> 2
9020,4626 -> 8
26993,28816 -> 1
25415,15056 -> 3
15965,20096 -> 7
627,12029 -> 4
28703,651 -> 4
7843,16011 -> 4
8898,1469 -> 3
7802,29106 -> 8
743,564 -> 7
9446,30690 -> 8
22347,24067 -> 3
27152,27235 -> 7
19307,11990 -> 4
11037,11932 -> 6
24298,13102 -> 5
29774,3379 -> 5
30919,13389 -> 5
=== Land Nr. 173 ===
343,10883 -> 5
28296,16431 -> 1
24070,16930 -> 2
11999,3357 -> 4
26011,10857 -> 1
31862,8389 -> 5
18775,1594 -> 1
4330,4817 -> 1
30508,31354 -> 2
26901,1916 -> 4
8084,2554 -> 6
13118,22678 -> 4
17920,13764 -> 7
11460,25579 -> 1
18775,30978 -> 7
93,11288 -> 2
14972,32515 -> 7
14090,29993 -> 7
13535,22272 -> 5
23872,22683 -> 4
20853,15537 -> 8
27396,1168 -> 5
18098,7642 -> 3
6371,2140 -> 5
=== Land Nr. 174 ===
26723,9293 -> 4
25872,17589 -> 8
4207,2332 -> 6
29457,24617 -> 4
5607,8427 -> 1
30138,4262 -> 8
27124,15011 -> 5
18032,12606 -> 3
19071,24828 -> 8
32230,1894 -> 7
18608,9354 -> 3
8655,23906 -> 6
13704,5982 -> 8
6206,16293 -> 6
29001,25684 -> 4
23726,18754 -> 7
10868,15270 -> 4
15326,4036 -> 2
24433,31579 -> 5
29454,30989 -> 8
587,21932 -> 3
17470,9736 -> 6
4,4216 -> 7
13434,13136 -> 2
13671,8279 -> 7
2655,27932 -> 2
6502,9971 -> 4
4693,17938 -> 5
10603,4010 -> 1
31544,30924 -> 3
32284,30381 -> 3
6501,18995 -> 8
28548,1551 -> 3
22371,30463 -> 4
26024,20875 -> 2
25248,257 -> 3
28387,17635 -> 6
2051,24822 -> 6
1960,16933 -> 2
1846,10267 -> 3
14201,25665 -> 4
13560,26819 -> 3
21809,20399 -> 7
25566,24458 -> 5
30965,24082 -> 1
2117,24331 -> 8
27752,4902 -> 8
14180,32285 -> 5
23035,30804 -> 6
19136,3327 -> 3
8802,2494 -> 4
26738,28676 -> 8
11173,6826 -> 7
17916,16024 -> 2
16190,20620 -> 7
32414,31664 -> 8
13630,23332 -> 6
=== Land Nr. 175 ===
6003,30993 -> 6
18560,13679 -> 3
6837,2281 -> 8
5181,20048 -> 7
24823,6570 -> 7
30127,18755 -> 2
31301,17968 -> 8
27775,26240 -> 5
602,22682 -> 1
11056,24392 -> 3
21104,18518 -> 2
25801,28253 -> 5
18524,27732 -> 6
5988,9680 -> 3
3567,93 -> 5
11132,27308 -> 3
15572,18686 -> 5
19969,17447 -> 7
14948,9102 -> 1
32666,28510 -> 2
1058,14382 -> 3
32173,10695 -> 7
12516,25051 -> 3
31225,13278 -> 8
29652,17639 -> 8
7136,31420 -> 5
17860,1654 -> 3
4805,29334 -> 8
20118,14290 -> 5
8955,17748 -> 6
2978,24241 -> 4
7995,24514 -> 2
20830,8128 -> 4
16035,27915 -> 1
30135,792 -> 3
17315,17273 -> 1
32216,8800 -> 7
611,30389 -> 6
25947,24268 -> 3
5518,760 -> 4
19983,4412 -> 5
1666,8684 -> 1
28377,4386 -> 8
